Simulation:,No Air Resistance
Trajectory,X,Y
Angle 64,27187.778523859,17321.8167514739
Angle 64,27218.4645041342,17297.9043347148
Angle 64,27249.1504844095,17273.8939179558
Angle 64,27279.8364646847,17249.7855011967
Angle 64,27310.52244496,17225.5790844377
Angle 64,27341.2084252352,17201.2746676786
Angle 64,27371.8944055104,17176.8722509196
Angle 64,27402.5803857857,17152.3718341605
Angle 64,27433.2663660609,17127.7734174014
Angle 64,27463.9523463361,17103.0770006424
Angle 64,27494.6383266114,17078.2825838833
Angle 64,27525.3243068866,17053.3901671243
Angle 64,27556.0102871619,17028.3997503652
Angle 64,27586.6962674371,17003.3113336061
Angle 64,27617.3822477123,16978.1249168471
Angle 64,27648.0682279876,16952.840500088
Angle 64,27678.7542082628,16927.458083329
Angle 64,27709.440188538,16901.9776665699
Angle 64,27740.1261688133,16876.3992498109
Angle 64,27770.8121490885,16850.7228330518
Angle 64,27801.4981293638,16824.9484162927
Angle 64,27832.184109639,16799.0759995337
Angle 64,27862.8700899142,16773.1055827746
Angle 64,27893.5560701895,16747.0371660156
Angle 64,27924.2420504647,16720.8707492565
Angle 64,27954.9280307399,16694.6063324974
Angle 64,27985.6140110152,16668.2439157384
Angle 64,28016.2999912904,16641.7834989793
Angle 64,28046.9859715656,16615.2250822203
Angle 64,28077.6719518409,16588.5686654612
Angle 64,28108.3579321161,16561.8142487021
Angle 64,28139.0439123914,16534.9618319431
Angle 64,28169.7298926666,16508.011415184
Angle 64,28200.4158729418,16480.962998425
Angle 64,28231.1018532171,16453.8165816659
Angle 64,28261.7878334923,16426.5721649069
Angle 64,28292.4738137675,16399.2297481478
Angle 64,28323.1597940428,16371.7893313887
Angle 64,28353.845774318,16344.2509146297
Angle 64,28384.5317545933,16316.6144978706
Angle 64,28415.2177348685,16288.8800811116
Angle 64,28445.9037151437,16261.0476643525
Angle 64,28476.589695419,16233.1172475934
Angle 64,28507.2756756942,16205.0888308344
Angle 64,28537.9616559694,16176.9624140753
Angle 64,28568.6476362447,16148.7379973163
Angle 64,28599.3336165199,16120.4155805572
Angle 64,28630.0195967951,16091.9951637981
Angle 64,28660.7055770704,16063.4767470391
Angle 64,28691.3915573456,16034.86033028
Angle 64,28722.0775376209,16006.145913521
Angle 64,28752.7635178961,15977.3334967619
Angle 64,28783.4494981713,15948.4230800029
Angle 64,28814.1354784466,15919.4146632438
Angle 64,28844.8214587218,15890.3082464847
Angle 64,28875.507438997,15861.1038297257
Angle 64,28906.1934192723,15831.8014129666
Angle 64,28936.8793995475,15802.4009962076
Angle 64,28967.5653798228,15772.9025794485
Angle 64,28998.251360098,15743.3061626894
Angle 64,29028.9373403732,15713.6117459304
Angle 64,29059.6233206485,15683.8193291713
Angle 64,29090.3093009237,15653.9289124123
Angle 64,29120.9952811989,15623.9404956532
Angle 64,29151.6812614742,15593.8540788941
Angle 64,29182.3672417494,15563.6696621351
Angle 64,29213.0532220247,15533.387245376
Angle 64,29243.7392022999,15503.006828617
Angle 64,29274.4251825751,15472.5284118579
Angle 64,29305.1111628504,15441.9519950988
Angle 64,29335.7971431256,15411.2775783398
Angle 64,29366.4831234008,15380.5051615807
Angle 64,29397.1691036761,15349.6347448217
Angle 64,29427.8550839513,15318.6663280626
Angle 64,29458.5410642265,15287.5999113036
Angle 64,29489.2270445018,15256.4354945445
Angle 64,29519.913024777,15225.1730777854
Angle 64,29550.5990050523,15193.8126610264
Angle 64,29581.2849853275,15162.3542442673
Angle 64,29611.9709656027,15130.7978275083
Angle 64,29642.656945878,15099.1434107492
Angle 64,29673.3429261532,15067.3909939901
Angle 64,29704.0289064284,15035.5405772311
Angle 64,29734.7148867037,15003.592160472
Angle 64,29765.4008669789,14971.545743713
Angle 64,29796.0868472542,14939.4013269539
Angle 64,29826.7728275294,14907.1589101949
Angle 64,29857.4588078046,14874.8184934358
Angle 64,29888.1447880799,14842.3800766767
Angle 64,29918.8307683551,14809.8436599177
Angle 64,29949.5167486303,14777.2092431586
Angle 64,29980.2027289056,14744.4768263996
Angle 64,30010.8887091808,14711.6464096405
Angle 64,30041.574689456,14678.7179928814
Angle 64,30072.2606697313,14645.6915761224
Angle 64,30102.9466500065,14612.5671593633
Angle 64,30133.6326302818,14579.3447426043
Angle 64,30164.318610557,14546.0243258452
Angle 64,30195.0045908322,14512.6059090861
Angle 64,30225.6905711075,14479.0894923271
Angle 64,30256.3765513827,14445.475075568
Angle 64,30287.0625316579,14411.762658809
Angle 64,30317.7485119332,14377.9522420499
Angle 64,30348.4344922084,14344.0438252908
Angle 64,30379.1204724837,14310.0374085318
Angle 64,30409.8064527589,14275.9329917727
Angle 64,30440.4924330341,14241.7305750137
Angle 64,30471.1784133094,14207.4301582546
Angle 64,30501.8643935846,14173.0317414955
Angle 64,30532.5503738598,14138.5353247365
Angle 64,30563.2363541351,14103.9409079774
Angle 64,30593.9223344103,14069.2484912184
Angle 64,30624.6083146855,14034.4580744593
Angle 64,30655.2942949608,13999.5696577003
Angle 64,30685.980275236,13964.5832409412
Angle 64,30716.6662555113,13929.4988241821
Angle 64,30747.3522357865,13894.3164074231
Angle 64,30778.0382160617,13859.035990664
Angle 64,30808.724196337,13823.657573905
Angle 64,30839.4101766122,13788.1811571459
Angle 64,30870.0961568874,13752.6067403868
Angle 64,30900.7821371627,13716.9343236278
Angle 64,30931.4681174379,13681.1639068687
Angle 64,30962.1540977132,13645.2954901097
Angle 64,30992.8400779884,13609.3290733506
Angle 64,31023.5260582636,13573.2646565916
Angle 64,31054.2120385389,13537.1022398325
Angle 64,31084.8980188141,13500.8418230734
Angle 64,31115.5839990893,13464.4834063144
Angle 64,31146.2699793646,13428.0269895553
Angle 64,31176.9559596398,13391.4725727963
Angle 64,31207.6419399151,13354.8201560372
Angle 64,31238.3279201903,13318.0697392781
Angle 64,31269.0139004655,13281.2213225191
Angle 64,31299.6998807408,13244.27490576
Angle 64,31330.385861016,13207.230489001
Angle 64,31361.0718412912,13170.0880722419
Angle 64,31391.7578215665,13132.8476554828
Angle 64,31422.4438018417,13095.5092387238
Angle 64,31453.1297821169,13058.0728219647
Angle 64,31483.8157623922,13020.5384052057
Angle 64,31514.5017426674,12982.9059884466
Angle 64,31545.1877229427,12945.1755716875
Angle 64,31575.8737032179,12907.3471549285
Angle 64,31606.5596834931,12869.4207381694
Angle 64,31637.2456637684,12831.3963214104
Angle 64,31667.9316440436,12793.2739046513
Angle 64,31698.6176243188,12755.0534878922
Angle 64,31729.3036045941,12716.7350711332
Angle 64,31759.9895848693,12678.3186543741
Angle 64,31790.6755651446,12639.8042376151
Angle 64,31821.3615454198,12601.191820856
Angle 64,31852.047525695,12562.481404097
Angle 64,31882.7335059703,12523.6729873379
Angle 64,31913.4194862455,12484.7665705788
Angle 64,31944.1054665207,12445.7621538198
Angle 64,31974.791446796,12406.6597370607
Angle 64,32005.4774270712,12367.4593203017
Angle 64,32036.1634073464,12328.1609035426
Angle 64,32066.8493876217,12288.7644867835
Angle 64,32097.5353678969,12249.2700700245
Angle 64,32128.2213481722,12209.6776532654
Angle 64,32158.9073284474,12169.9872365064
Angle 64,32189.5933087226,12130.1988197473
Angle 64,32220.2792889979,12090.3124029883
Angle 64,32250.9652692731,12050.3279862292
Angle 64,32281.6512495483,12010.2455694701
Angle 64,32312.3372298236,11970.0651527111
Angle 64,32343.0232100988,11929.786735952
Angle 64,32373.7091903741,11889.410319193
Angle 64,32404.3951706493,11848.9359024339
Angle 64,32435.0811509245,11808.3634856748
Angle 64,32465.7671311998,11767.6930689158
Angle 64,32496.453111475,11726.9246521567
Angle 64,32527.1390917502,11686.0582353977
Angle 64,32557.8250720255,11645.0938186386
Angle 64,32588.5110523007,11604.0314018795
Angle 64,32619.197032576,11562.8709851205
Angle 64,32649.8830128512,11521.6125683614
Angle 64,32680.5689931264,11480.2561516024
Angle 64,32711.2549734017,11438.8017348433
Angle 64,32741.9409536769,11397.2493180842
Angle 64,32772.6269339521,11355.5989013252
Angle 64,32803.3129142274,11313.8504845661
Angle 64,32833.9988945026,11272.0040678071
Angle 64,32864.6848747778,11230.059651048
Angle 64,32895.3708550531,11188.0172342889
Angle 64,32926.0568353283,11145.8768175299
Angle 64,32956.7428156036,11103.6384007708
Angle 64,32987.4287958788,11061.3019840118
Angle 64,33018.114776154,11018.8675672527
Angle 64,33048.8007564293,10976.3351504937
Angle 64,33079.4867367045,10933.7047337346
Angle 64,33110.1727169797,10890.9763169755
Angle 64,33140.858697255,10848.1499002165
Angle 64,33171.5446775302,10805.2254834574
Angle 64,33202.2306578054,10762.2030666984
Angle 64,33232.9166380807,10719.0826499393
Angle 64,33263.6026183559,10675.8642331802
Angle 64,33294.2885986312,10632.5478164212
Angle 64,33324.9745789064,10589.1333996621
Angle 64,33355.6605591816,10545.6209829031
Angle 64,33386.3465394569,10502.010566144
Angle 64,33417.0325197321,10458.302149385
Angle 64,33447.7185000073,10414.4957326259
Angle 64,33478.4044802826,10370.5913158668
Angle 64,33509.0904605578,10326.5888991078
Angle 64,33539.7764408331,10282.4884823487
Angle 64,33570.4624211083,10238.2900655897
Angle 64,33601.1484013835,10193.9936488306
Angle 64,33631.8343816588,10149.5992320715
Angle 64,33662.520361934,10105.1068153125
Angle 64,33693.2063422092,10060.5163985534
Angle 64,33723.8923224845,10015.8279817944
Angle 64,33754.5783027597,9971.0415650353
Angle 64,33785.264283035,9926.15714827624
Angle 64,33815.9502633102,9881.17473151718
Angle 64,33846.6362435854,9836.09431475812
Angle 64,33877.3222238607,9790.91589799906
Angle 64,33908.0082041359,9745.63948124
Angle 64,33938.6941844111,9700.26506448094
Angle 64,33969.3801646864,9654.79264772188
Angle 64,34000.0661449616,9609.22223096282
Angle 64,34030.7521252368,9563.55381420376
Angle 64,34061.4381055121,9517.7873974447
Angle 64,34092.1240857873,9471.92298068564
Angle 64,34122.8100660626,9425.96056392658
Angle 64,34153.4960463378,9379.90014716752
Angle 64,34184.182026613,9333.74173040846
Angle 64,34214.8680068883,9287.48531364941
Angle 64,34245.5539871635,9241.13089689035
Angle 64,34276.2399674387,9194.67848013129
Angle 64,34306.925947714,9148.12806337223
Angle 64,34337.6119279892,9101.47964661317
Angle 64,34368.2979082645,9054.73322985411
Angle 64,34398.9838885397,9007.88881309505
Angle 64,34429.6698688149,8960.94639633599
Angle 64,34460.3558490902,8913.90597957694
Angle 64,34491.0418293654,8866.76756281788
Angle 64,34521.7278096406,8819.53114605882
Angle 64,34552.4137899159,8772.19672929976
Angle 64,34583.0997701911,8724.7643125407
Angle 64,34613.7857504663,8677.23389578164
Angle 64,34644.4717307416,8629.60547902258
Angle 64,34675.1577110168,8581.87906226353
Angle 64,34705.8436912921,8534.05464550447
Angle 64,34736.5296715673,8486.13222874541
Angle 64,34767.2156518425,8438.11181198635
Angle 64,34797.9016321178,8389.99339522729
Angle 64,34828.587612393,8341.77697846823
Angle 64,34859.2735926682,8293.46256170917
Angle 64,34889.9595729435,8245.05014495011
Angle 64,34920.6455532187,8196.53972819105
Angle 64,34951.331533494,8147.93131143199
Angle 64,34982.0175137692,8099.22489467293
Angle 64,35012.7034940444,8050.42047791387
Angle 64,35043.3894743197,8001.51806115481
Angle 64,35074.0754545949,7952.51764439575
Angle 64,35104.7614348701,7903.41922763669
Angle 64,35135.4474151454,7854.22281087763
Angle 64,35166.1333954206,7804.92839411857
Angle 64,35196.8193756959,7755.53597735951
Angle 64,35227.5053559711,7706.04556060046
Angle 64,35258.1913362463,7656.4571438414
Angle 64,35288.8773165216,7606.77072708234
Angle 64,35319.5632967968,7556.98631032328
Angle 64,35350.249277072,7507.10389356422
Angle 64,35380.9352573473,7457.12347680516
Angle 64,35411.6212376225,7407.0450600461
Angle 64,35442.3072178977,7356.86864328704
Angle 64,35472.993198173,7306.59422652798
Angle 64,35503.6791784482,7256.22180976892
Angle 64,35534.3651587235,7205.75139300986
Angle 64,35565.0511389987,7155.18297625081
Angle 64,35595.7371192739,7104.51655949175
Angle 64,35626.4230995492,7053.75214273269
Angle 64,35657.1090798244,7002.88972597363
Angle 64,35687.7950600996,6951.92930921457
Angle 64,35718.4810403749,6900.87089245551
Angle 64,35749.1670206501,6849.71447569645
Angle 64,35779.8530009254,6798.46005893739
Angle 64,35810.5389812006,6747.10764217833
Angle 64,35841.2249614758,6695.65722541927
Angle 64,35871.9109417511,6644.10880866021
Angle 64,35902.5969220263,6592.46239190115
Angle 64,35933.2829023015,6540.71797514209
Angle 64,35963.9688825768,6488.87555838303
Angle 64,35994.654862852,6436.93514162397
Angle 64,36025.3408431272,6384.89672486492
Angle 64,36056.0268234025,6332.76030810586
Angle 64,36086.7128036777,6280.5258913468
Angle 64,36117.398783953,6228.19347458774
Angle 64,36148.0847642282,6175.76305782868
Angle 64,36178.7707445034,6123.23464106962
Angle 64,36209.4567247787,6070.60822431056
Angle 64,36240.1427050539,6017.8838075515
Angle 64,36270.8286853291,5965.06139079244
Angle 64,36301.5146656044,5912.14097403338
Angle 64,36332.2006458796,5859.12255727432
Angle 64,36362.8866261549,5806.00614051526
Angle 64,36393.5726064301,5752.7917237562
Angle 64,36424.2585867053,5699.47930699714
Angle 64,36454.9445669806,5646.06889023809
Angle 64,36485.6305472558,5592.56047347903
Angle 64,36516.316527531,5538.95405671997
Angle 64,36547.0025078063,5485.24963996091
Angle 64,36577.6884880815,5431.44722320185
Angle 64,36608.3744683567,5377.54680644279
Angle 64,36639.060448632,5323.54838968373
Angle 64,36669.7464289072,5269.45197292467
Angle 64,36700.4324091825,5215.25755616561
Angle 64,36731.1183894577,5160.96513940655
Angle 64,36761.8043697329,5106.57472264749
Angle 64,36792.4903500082,5052.08630588843
Angle 64,36823.1763302834,4997.49988912938
Angle 64,36853.8623105586,4942.81547237032
Angle 64,36884.5482908339,4888.03305561126
Angle 64,36915.2342711091,4833.1526388522
Angle 64,36945.9202513844,4778.17422209314
Angle 64,36976.6062316596,4723.09780533408
Angle 64,37007.2922119348,4667.92338857502
Angle 64,37037.9781922101,4612.65097181596
Angle 64,37068.6641724853,4557.2805550569
Angle 64,37099.3501527605,4501.81213829784
Angle 64,37130.0361330358,4446.24572153878
Angle 64,37160.722113311,4390.58130477972
Angle 64,37191.4080935863,4334.81888802066
Angle 64,37222.0940738615,4278.9584712616
Angle 64,37252.7800541367,4223.00005450254
Angle 64,37283.466034412,4166.94363774348
Angle 64,37314.1520146872,4110.78922098442
Angle 64,37344.8379949624,4054.53680422537
Angle 64,37375.5239752377,3998.18638746631
Angle 64,37406.2099555129,3941.73797070725
Angle 64,37436.8959357881,3885.19155394819
Angle 64,37467.5819160634,3828.54713718913
Angle 64,37498.2678963386,3771.80472043007
Angle 64,37528.9538766139,3714.96430367101
Angle 64,37559.6398568891,3658.02588691195
Angle 64,37590.3258371643,3600.98947015289
Angle 64,37621.0118174396,3543.85505339383
Angle 64,37651.6977977148,3486.62263663477
Angle 64,37682.38377799,3429.29221987571
Angle 64,37713.0697582653,3371.86380311665
Angle 64,37743.7557385405,3314.33738635759
Angle 64,37774.4417188158,3256.71296959853
Angle 64,37805.127699091,3198.99055283947
Angle 64,37835.8136793662,3141.17013608042
Angle 64,37866.4996596415,3083.25171932136
Angle 64,37897.1856399167,3025.2353025623
Angle 64,37927.8716201919,2967.12088580324
Angle 64,37958.5576004672,2908.90846904418
Angle 64,37989.2435807424,2850.59805228512
Angle 64,38019.9295610176,2792.18963552606
Angle 64,38050.6155412929,2733.683218767
Angle 64,38081.3015215681,2675.07880200794
Angle 64,38111.9875018434,2616.37638524888
Angle 64,38142.6734821186,2557.57596848982
Angle 64,38173.3594623938,2498.67755173076
Angle 64,38204.0454426691,2439.6811349717
Angle 64,38234.7314229443,2380.58671821264
Angle 64,38265.4174032195,2321.39430145358
Angle 64,38296.1033834948,2262.10388469452
Angle 64,38326.78936377,2202.71546793547
Angle 64,38357.4753440453,2143.22905117641
Angle 64,38388.1613243205,2083.64463441735
Angle 64,38418.8473045957,2023.96221765829
Angle 64,38449.533284871,1964.18180089923
Angle 64,38480.2192651462,1904.30338414017
Angle 64,38510.9052454214,1844.32696738111
Angle 64,38541.5912256967,1784.25255062205
Angle 64,38572.2772059719,1724.08013386299
Angle 64,38602.9631862472,1663.80971710393
Angle 64,38633.6491665224,1603.44130034487
Angle 64,38664.3351467976,1542.97488358581
Angle 64,38695.0211270729,1482.41046682675
Angle 64,38725.7071073481,1421.74805006769
Angle 64,38756.3930876233,1360.98763330863
Angle 64,38787.0790678986,1300.12921654957
Angle 64,38817.7650481738,1239.17279979052
Angle 64,38848.451028449,1178.11838303146
Angle 64,38879.1370087243,1116.9659662724
Angle 64,38909.8229889995,1055.71554951334
Angle 64,38940.5089692748,994.367132754277
Angle 64,38971.19494955,932.920715995218
Angle 64,39001.8809298252,871.376299236159
Angle 64,39032.5669101005,809.733882477099
Angle 64,39063.2528903757,747.99346571804
Angle 64,39093.9388706509,686.15504895898
Angle 64,39124.6248509262,624.218632199921
Angle 64,39155.3108312014,562.184215440861
Angle 64,39185.9968114767,500.051798681802
Angle 64,39216.6827917519,437.821381922743
Angle 64,39247.3687720271,375.492965163683
Angle 64,39278.0547523024,313.066548404624
Angle 64,39308.7407325776,250.542131645564
Angle 64,39339.4267128528,187.919714886505
Angle 64,39370.1126931281,125.199298127445
Angle 64,39400.7986734033,62.3808813683858
Angle 64,39431.2234590765,0
Angle 65,0,0
Angle 65,29.583278321849,63.4415450925655
Angle 65,59.1665566436979,126.785090185131
Angle 65,88.7498349655469,190.030635277696
Angle 65,118.333113287396,253.178180370262
Angle 65,147.916391609245,316.227725462827
Angle 65,177.499669931094,379.179270555393
Angle 65,207.082948252943,442.032815647958
Angle 65,236.666226574792,504.788360740524
Angle 65,266.249504896641,567.445905833089
Angle 65,295.83278321849,630.005450925655
Angle 65,325.416061540339,692.46699601822
Angle 65,354.999339862188,754.830541110786
Angle 65,384.582618184037,817.096086203351
Angle 65,414.165896505886,879.263631295917
Angle 65,443.749174827735,941.333176388482
Angle 65,473.332453149584,1003.30472148105
Angle 65,502.915731471433,1065.17826657361
Angle 65,532.499009793282,1126.95381166618
Angle 65,562.082288115131,1188.63135675874
Angle 65,591.665566436979,1250.21090185131
Angle 65,621.248844758828,1311.69244694387
Angle 65,650.832123080677,1373.07599203644
Angle 65,680.415401402526,1434.36153712901
Angle 65,709.998679724375,1495.54908222157
Angle 65,739.581958046224,1556.63862731414
Angle 65,769.165236368073,1617.6301724067
Angle 65,798.748514689922,1678.52371749927
Angle 65,828.331793011771,1739.31926259183
Angle 65,857.91507133362,1800.0168076844
Angle 65,887.498349655469,1860.61635277696
Angle 65,917.081627977318,1921.11789786953
Angle 65,946.664906299167,1981.5214429621
Angle 65,976.248184621016,2041.82698805466
Angle 65,1005.83146294287,2102.03453314723
Angle 65,1035.41474126471,2162.14407823979
Angle 65,1064.99801958656,2222.15562333236
Angle 65,1094.58129790841,2282.06916842492
Angle 65,1124.16457623026,2341.88471351749
Angle 65,1153.74785455211,2401.60225861005
Angle 65,1183.33113287396,2461.22180370262
Angle 65,1212.91441119581,2520.74334879518
Angle 65,1242.49768951766,2580.16689388775
Angle 65,1272.08096783951,2639.49243898031
Angle 65,1301.66424616135,2698.71998407288
Angle 65,1331.2475244832,2757.84952916545
Angle 65,1360.83080280505,2816.88107425801
Angle 65,1390.4140811269,2875.81461935058
Angle 65,1419.99735944875,2934.65016444314
Angle 65,1449.5806377706,2993.38770953571
Angle 65,1479.16391609245,3052.02725462827
Angle 65,1508.7471944143,3110.56879972084
Angle 65,1538.33047273614,3169.0123448134
Angle 65,1567.91375105799,3227.35788990597
Angle 65,1597.49702937984,3285.60543499853
Angle 65,1627.08030770169,3343.7549800911
Angle 65,1656.66358602354,3401.80652518366
Angle 65,1686.24686434539,3459.76007027623
Angle 65,1715.83014266724,3517.6156153688
Angle 65,1745.41342098909,3575.37316046136
Angle 65,1774.99669931094,3633.03270555393
Angle 65,1804.57997763278,3690.59425064649
Angle 65,1834.16325595463,3748.05779573906
Angle 65,1863.74653427648,3805.42334083162
Angle 65,1893.32981259833,3862.69088592419
Angle 65,1922.91309092018,3919.86043101675
Angle 65,1952.49636924203,3976.93197610932
Angle 65,1982.07964756388,4033.90552120188
Angle 65,2011.66292588573,4090.78106629445
Angle 65,2041.24620420758,4147.55861138701
Angle 65,2070.82948252942,4204.23815647958
Angle 65,2100.41276085127,4260.81970157215
Angle 65,2129.99603917312,4317.30324666471
Angle 65,2159.57931749497,4373.68879175728
Angle 65,2189.16259581682,4429.97633684984
Angle 65,2218.74587413867,4486.16588194241
Angle 65,2248.32915246052,4542.25742703497
Angle 65,2277.91243078237,4598.25097212754
Angle 65,2307.49570910422,4654.1465172201
Angle 65,2337.07898742606,4709.94406231267
Angle 65,2366.66226574791,4765.64360740523
Angle 65,2396.24554406976,4821.2451524978
Angle 65,2425.82882239161,4876.74869759036
Angle 65,2455.41210071346,4932.15424268293
Angle 65,2484.99537903531,4987.46178777549
Angle 65,2514.57865735716,5042.67133286806
Angle 65,2544.16193567901,5097.78287796063
Angle 65,2573.74521400086,5152.79642305319
Angle 65,2603.3284923227,5207.71196814576
Angle 65,2632.91177064455,5262.52951323832
Angle 65,2662.4950489664,5317.24905833089
Angle 65,2692.07832728825,5371.87060342345
Angle 65,2721.6616056101,5426.39414851602
Angle 65,2751.24488393195,5480.81969360858
Angle 65,2780.8281622538,5535.14723870115
Angle 65,2810.41144057565,5589.37678379371
Angle 65,2839.9947188975,5643.50832888628
Angle 65,2869.57799721934,5697.54187397884
Angle 65,2899.16127554119,5751.47741907141
Angle 65,2928.74455386304,5805.31496416397
Angle 65,2958.32783218489,5859.05450925654
Angle 65,2987.91111050674,5912.69605434911
Angle 65,3017.49438882859,5966.23959944167
Angle 65,3047.07766715044,6019.68514453424
Angle 65,3076.66094547229,6073.0326896268
Angle 65,3106.24422379414,6126.28223471937
Angle 65,3135.82750211598,6179.43377981193
Angle 65,3165.41078043783,6232.4873249045
Angle 65,3194.99405875968,6285.44286999706
Angle 65,3224.57733708153,6338.30041508963
Angle 65,3254.16061540338,6391.05996018219
Angle 65,3283.74389372523,6443.72150527476
Angle 65,3313.32717204708,6496.28505036732
Angle 65,3342.91045036893,6548.75059545989
Angle 65,3372.49372869077,6601.11814055246
Angle 65,3402.07700701262,6653.38768564502
Angle 65,3431.66028533447,6705.55923073759
Angle 65,3461.24356365632,6757.63277583015
Angle 65,3490.82684197817,6809.60832092272
Angle 65,3520.41012030002,6861.48586601528
Angle 65,3549.99339862187,6913.26541110785
Angle 65,3579.57667694372,6964.94695620041
Angle 65,3609.15995526557,7016.53050129298
Angle 65,3638.74323358741,7068.01604638554
Angle 65,3668.32651190926,7119.40359147811
Angle 65,3697.90979023111,7170.69313657067
Angle 65,3727.49306855296,7221.88468166324
Angle 65,3757.07634687481,7272.9782267558
Angle 65,3786.65962519666,7323.97377184837
Angle 65,3816.24290351851,7374.87131694093
Angle 65,3845.82618184036,7425.6708620335
Angle 65,3875.40946016221,7476.37240712606
Angle 65,3904.99273848405,7526.97595221863
Angle 65,3934.5760168059,7577.4814973112
Angle 65,3964.15929512775,7627.88904240376
Angle 65,3993.7425734496,7678.19858749633
Angle 65,4023.32585177145,7728.41013258889
Angle 65,4052.9091300933,7778.52367768146
Angle 65,4082.49240841515,7828.53922277402
Angle 65,4112.075686737,7878.45676786659
Angle 65,4141.65896505885,7928.27631295915
Angle 65,4171.2422433807,7977.99785805172
Angle 65,4200.82552170254,8027.62140314428
Angle 65,4230.40880002439,8077.14694823685
Angle 65,4259.99207834624,8126.57449332941
Angle 65,4289.57535666809,8175.90403842198
Angle 65,4319.15863498994,8225.13558351454
Angle 65,4348.74191331179,8274.26912860711
Angle 65,4378.32519163364,8323.30467369967
Angle 65,4407.90846995549,8372.24221879224
Angle 65,4437.49174827734,8421.0817638848
Angle 65,4467.07502659919,8469.82330897737
Angle 65,4496.65830492104,8518.46685406993
Angle 65,4526.24158324289,8567.0123991625
Angle 65,4555.82486156474,8615.45994425506
Angle 65,4585.40813988659,8663.80948934763
Angle 65,4614.99141820843,8712.0610344402
Angle 65,4644.57469653028,8760.21457953276
Angle 65,4674.15797485213,8808.27012462533
Angle 65,4703.74125317398,8856.22766971789
Angle 65,4733.32453149583,8904.08721481046
Angle 65,4762.90780981768,8951.84875990303
Angle 65,4792.49108813953,8999.51230499559
Angle 65,4822.07436646138,9047.07785008816
Angle 65,4851.65764478323,9094.54539518072
Angle 65,4881.24092310508,9141.91494027329
Angle 65,4910.82420142693,9189.18648536585
Angle 65,4940.40747974878,9236.36003045842
Angle 65,4969.99075807063,9283.43557555098
Angle 65,4999.57403639248,9330.41312064355
Angle 65,5029.15731471433,9377.29266573611
Angle 65,5058.74059303617,9424.07421082867
Angle 65,5088.32387135802,9470.75775592124
Angle 65,5117.90714967987,9517.3433010138
Angle 65,5147.49042800172,9563.83084610637
Angle 65,5177.07370632357,9610.22039119893
Angle 65,5206.65698464542,9656.5119362915
Angle 65,5236.24026296727,9702.70548138406
Angle 65,5265.82354128912,9748.80102647663
Angle 65,5295.40681961097,9794.79857156919
Angle 65,5324.99009793282,9840.69811666176
Angle 65,5354.57337625467,9886.49966175432
Angle 65,5384.15665457652,9932.20320684689
Angle 65,5413.73993289837,9977.80875193945
Angle 65,5443.32321122022,10023.316297032
Angle 65,5472.90648954207,10068.7258421246
Angle 65,5502.48976786391,10114.0373872171
Angle 65,5532.07304618576,10159.2509323097
Angle 65,5561.65632450761,10204.3664774023
Angle 65,5591.23960282946,10249.3840224948
Angle 65,5620.82288115131,10294.3035675874
Angle 65,5650.40615947316,10339.12511268
Angle 65,5679.98943779501,10383.8486577725
Angle 65,5709.57271611686,10428.4742028651
Angle 65,5739.15599443871,10473.0017479577
Angle 65,5768.73927276056,10517.4312930502
Angle 65,5798.32255108241,10561.7628381428
Angle 65,5827.90582940426,10605.9963832354
Angle 65,5857.48910772611,10650.1319283279
Angle 65,5887.07238604796,10694.1694734205
Angle 65,5916.65566436981,10738.1090185131
Angle 65,5946.23894269165,10781.9505636056
Angle 65,5975.8222210135,10825.6941086982
Angle 65,6005.40549933535,10869.3396537908
Angle 65,6034.9887776572,10912.8871988833
Angle 65,6064.57205597905,10956.3367439759
Angle 65,6094.1553343009,10999.6882890685
Angle 65,6123.73861262275,11042.941834161
Angle 65,6153.3218909446,11086.0973792536
Angle 65,6182.90516926645,11129.1549243462
Angle 65,6212.4884475883,11172.1144694387
Angle 65,6242.07172591015,11214.9760145313
Angle 65,6271.655004232,11257.7395596238
Angle 65,6301.23828255385,11300.4051047164
Angle 65,6330.8215608757,11342.972649809
Angle 65,6360.40483919754,11385.4421949015
Angle 65,6389.98811751939,11427.8137399941
Angle 65,6419.57139584124,11470.0872850867
Angle 65,6449.15467416309,11512.2628301792
Angle 65,6478.73795248494,11554.3403752718
Angle 65,6508.32123080679,11596.3199203644
Angle 65,6537.90450912864,11638.2014654569
Angle 65,6567.48778745049,11679.9850105495
Angle 65,6597.07106577234,11721.6705556421
Angle 65,6626.65434409419,11763.2581007346
Angle 65,6656.23762241604,11804.7476458272
Angle 65,6685.82090073789,11846.1391909198
Angle 65,6715.40417905974,11887.4327360123
Angle 65,6744.98745738159,11928.6282811049
Angle 65,6774.57073570344,11969.7258261974
Angle 65,6804.15401402528,12010.72537129
Angle 65,6833.73729234713,12051.6269163826
Angle 65,6863.32057066898,12092.4304614751
Angle 65,6892.90384899083,12133.1360065677
Angle 65,6922.48712731268,12173.7435516603
Angle 65,6952.07040563453,12214.2530967528
Angle 65,6981.65368395638,12254.6646418454
Angle 65,7011.23696227823,12294.978186938
Angle 65,7040.82024060008,12335.1937320305
Angle 65,7070.40351892193,12375.3112771231
Angle 65,7099.98679724378,12415.3308222157
Angle 65,7129.57007556563,12455.2523673082
